2025-04-08 19:35:28,384 - Threat Detected: {'timestamp': 1744121128.3709037, 'source_ip': '192.168.1.238', 'dest_ip': '10.0.0.186', 'packet_size': 1139, 'protocol': 0, 'flag': 1, 'payload': 0.9665912430315104}
2025-04-08 19:38:44,601 - Threat Detected: {'timestamp': 1744121324.59538, 'source_ip': '192.168.1.103', 'dest_ip': '10.0.0.154', 'packet_size': 424, 'protocol': 1, 'flag': 0, 'payload': 0.747422038197521}
2025-04-08 19:38:49,237 - Threat Detected: {'timestamp': 1744121329.2226295, 'source_ip': '192.168.1.155', 'dest_ip': '10.0.0.43', 'packet_size': 1389, 'protocol': 1, 'flag': 1, 'payload': 0.9594674462081803}
2025-04-08 19:38:52,339 - Threat Detected: {'timestamp': 1744121332.3275497, 'source_ip': '192.168.1.197', 'dest_ip': '10.0.0.114', 'packet_size': 964, 'protocol': 0, 'flag': 1, 'payload': 0.9751504119261126}
2025-04-08 19:38:52,400 - Threat Detected: {'timestamp': 1744121332.387815, 'source_ip': '192.168.1.251', 'dest_ip': '10.0.0.186', 'packet_size': 1200, 'protocol': 1, 'flag': 1, 'payload': 0.7159841234061405}
2025-04-08 19:38:53,368 - Threat Detected: {'timestamp': 1744121333.3541744, 'source_ip': '192.168.1.69', 'dest_ip': '10.0.0.167', 'packet_size': 609, 'protocol': 0, 'flag': 0, 'payload': 0.8699786344961881}
2025-04-08 19:38:55,432 - Threat Detected: {'timestamp': 1744121335.425444, 'source_ip': '192.168.1.41', 'dest_ip': '10.0.0.116', 'packet_size': 625, 'protocol': 1, 'flag': 1, 'payload': 0.8657418622634354}
2025-04-08 19:38:55,492 - Threat Detected: {'timestamp': 1744121335.472447, 'source_ip': '192.168.1.179', 'dest_ip': '10.0.0.95', 'packet_size': 1254, 'protocol': 1, 'flag': 0, 'payload': 0.8128662353321284}
2025-04-08 19:38:56,013 - Threat Detected: {'timestamp': 1744121335.9942553, 'source_ip': '192.168.1.55', 'dest_ip': '10.0.0.142', 'packet_size': 1401, 'protocol': 0, 'flag': 1, 'payload': 0.8736423410573692}
2025-04-08 19:38:56,473 - Threat Detected: {'timestamp': 1744121336.457274, 'source_ip': '192.168.1.107', 'dest_ip': '10.0.0.217', 'packet_size': 935, 'protocol': 0, 'flag': 1, 'payload': 0.7067701080190502}
2025-04-08 19:38:56,988 - Threat Detected: {'timestamp': 1744121336.9742846, 'source_ip': '192.168.1.214', 'dest_ip': '10.0.0.45', 'packet_size': 703, 'protocol': 0, 'flag': 1, 'payload': 0.7636213935848067}
2025-04-08 19:38:57,557 - Threat Detected: {'timestamp': 1744121337.5432322, 'source_ip': '192.168.1.249', 'dest_ip': '10.0.0.34', 'packet_size': 866, 'protocol': 0, 'flag': 1, 'payload': 0.7710820805838865}
2025-04-08 19:38:57,906 - Threat Detected: {'timestamp': 1744121337.892258, 'source_ip': '192.168.1.219', 'dest_ip': '10.0.0.105', 'packet_size': 666, 'protocol': 0, 'flag': 1, 'payload': 0.5900358503824703}
2025-04-08 19:38:58,070 - Threat Detected: {'timestamp': 1744121338.057976, 'source_ip': '192.168.1.130', 'dest_ip': '10.0.0.28', 'packet_size': 1169, 'protocol': 0, 'flag': 1, 'payload': 0.9115280343346861}
2025-04-08 19:38:58,935 - Threat Detected: {'timestamp': 1744121338.922003, 'source_ip': '192.168.1.61', 'dest_ip': '10.0.0.18', 'packet_size': 1381, 'protocol': 0, 'flag': 0, 'payload': 0.8241798225082678}
2025-04-08 19:38:59,610 - Threat Detected: {'timestamp': 1744121339.602321, 'source_ip': '192.168.1.13', 'dest_ip': '10.0.0.51', 'packet_size': 1324, 'protocol': 1, 'flag': 0, 'payload': 0.9902353924637134}
2025-04-08 19:38:59,968 - Threat Detected: {'timestamp': 1744121339.9552436, 'source_ip': '192.168.1.171', 'dest_ip': '10.0.0.176', 'packet_size': 705, 'protocol': 1, 'flag': 0, 'payload': 0.9252141223953392}
2025-04-08 19:39:00,098 - Threat Detected: {'timestamp': 1744121340.0854928, 'source_ip': '192.168.1.65', 'dest_ip': '10.0.0.98', 'packet_size': 729, 'protocol': 0, 'flag': 0, 'payload': 0.9678811831022693}
2025-04-08 19:39:00,477 - Threat Detected: {'timestamp': 1744121340.4693828, 'source_ip': '192.168.1.91', 'dest_ip': '10.0.0.250', 'packet_size': 757, 'protocol': 1, 'flag': 0, 'payload': 0.9251985538030918}
2025-04-08 19:39:00,642 - Threat Detected: {'timestamp': 1744121340.628957, 'source_ip': '192.168.1.60', 'dest_ip': '10.0.0.25', 'packet_size': 931, 'protocol': 0, 'flag': 1, 'payload': 0.6314559802771947}
2025-04-08 19:39:01,127 - Threat Detected: {'timestamp': 1744121341.1135654, 'source_ip': '192.168.1.1', 'dest_ip': '10.0.0.100', 'packet_size': 697, 'protocol': 0, 'flag': 1, 'payload': 0.7632015440836488}
2025-04-08 19:39:01,645 - Threat Detected: {'timestamp': 1744121341.6286957, 'source_ip': '192.168.1.179', 'dest_ip': '10.0.0.139', 'packet_size': 688, 'protocol': 1, 'flag': 0, 'payload': 0.7392437323062068}
2025-04-08 19:39:02,031 - Threat Detected: {'timestamp': 1744121342.0175653, 'source_ip': '192.168.1.44', 'dest_ip': '10.0.0.182', 'packet_size': 694, 'protocol': 0, 'flag': 1, 'payload': 0.6206798857073591}
2025-04-08 19:39:03,065 - Threat Detected: {'timestamp': 1744121343.0551383, 'source_ip': '192.168.1.8', 'dest_ip': '10.0.0.218', 'packet_size': 1279, 'protocol': 0, 'flag': 0, 'payload': 0.9967659919123009}
2025-04-08 19:39:05,273 - Threat Detected: {'timestamp': 1744121345.2562425, 'source_ip': '192.168.1.229', 'dest_ip': '10.0.0.12', 'packet_size': 524, 'protocol': 1, 'flag': 1, 'payload': 0.9253693103305438}
2025-04-08 19:39:05,794 - Threat Detected: {'timestamp': 1744121345.7744794, 'source_ip': '192.168.1.93', 'dest_ip': '10.0.0.34', 'packet_size': 517, 'protocol': 0, 'flag': 0, 'payload': 0.7527125084182648}
2025-04-08 19:39:07,321 - Threat Detected: {'timestamp': 1744121347.3074434, 'source_ip': '192.168.1.132', 'dest_ip': '10.0.0.238', 'packet_size': 776, 'protocol': 0, 'flag': 0, 'payload': 0.833804464397853}
2025-04-08 19:39:07,339 - Threat Detected: {'timestamp': 1744121347.321864, 'source_ip': '192.168.1.64', 'dest_ip': '10.0.0.3', 'packet_size': 678, 'protocol': 0, 'flag': 0, 'payload': 0.7124883155545557}
2025-04-08 19:39:07,700 - Threat Detected: {'timestamp': 1744121347.6863155, 'source_ip': '192.168.1.18', 'dest_ip': '10.0.0.94', 'packet_size': 982, 'protocol': 1, 'flag': 1, 'payload': 0.9213664190274808}
2025-04-08 19:39:08,728 - Threat Detected: {'timestamp': 1744121348.7151227, 'source_ip': '192.168.1.175', 'dest_ip': '10.0.0.98', 'packet_size': 715, 'protocol': 1, 'flag': 1, 'payload': 0.722646130424103}
2025-04-08 19:39:09,925 - Threat Detected: {'timestamp': 1744121349.9103453, 'source_ip': '192.168.1.84', 'dest_ip': '10.0.0.183', 'packet_size': 768, 'protocol': 1, 'flag': 0, 'payload': 0.7674955997738035}
2025-04-08 19:39:11,315 - Threat Detected: {'timestamp': 1744121351.2981477, 'source_ip': '192.168.1.168', 'dest_ip': '10.0.0.74', 'packet_size': 1297, 'protocol': 0, 'flag': 1, 'payload': 0.7807177156842933}
2025-04-08 19:39:12,496 - Threat Detected: {'timestamp': 1744121352.4839046, 'source_ip': '192.168.1.88', 'dest_ip': '10.0.0.246', 'packet_size': 1175, 'protocol': 0, 'flag': 1, 'payload': 0.6987541838623708}
2025-04-08 19:39:14,072 - Threat Detected: {'timestamp': 1744121354.0539398, 'source_ip': '192.168.1.74', 'dest_ip': '10.0.0.1', 'packet_size': 432, 'protocol': 0, 'flag': 0, 'payload': 0.8835085205617689}
2025-04-08 19:39:14,587 - Threat Detected: {'timestamp': 1744121354.5748234, 'source_ip': '192.168.1.57', 'dest_ip': '10.0.0.49', 'packet_size': 362, 'protocol': 1, 'flag': 1, 'payload': 0.8166753268916576}
2025-04-08 19:39:15,450 - Threat Detected: {'timestamp': 1744121355.4321942, 'source_ip': '192.168.1.75', 'dest_ip': '10.0.0.127', 'packet_size': 621, 'protocol': 1, 'flag': 1, 'payload': 0.9340725906675175}
2025-04-08 19:39:15,589 - Threat Detected: {'timestamp': 1744121355.5800898, 'source_ip': '192.168.1.92', 'dest_ip': '10.0.0.22', 'packet_size': 773, 'protocol': 0, 'flag': 1, 'payload': 0.8601107935175697}
2025-04-08 19:39:17,690 - Threat Detected: {'timestamp': 1744121357.6664224, 'source_ip': '192.168.1.193', 'dest_ip': '10.0.0.253', 'packet_size': 463, 'protocol': 1, 'flag': 1, 'payload': 0.8727323457539938}
2025-04-08 19:39:18,029 - Threat Detected: {'timestamp': 1744121358.0129945, 'source_ip': '192.168.1.78', 'dest_ip': '10.0.0.188', 'packet_size': 1067, 'protocol': 0, 'flag': 0, 'payload': 0.9287057562332102}
2025-04-08 19:39:19,750 - Threat Detected: {'timestamp': 1744121359.7368095, 'source_ip': '192.168.1.93', 'dest_ip': '10.0.0.57', 'packet_size': 1477, 'protocol': 0, 'flag': 1, 'payload': 0.5574502188821241}
2025-04-08 19:39:20,265 - Threat Detected: {'timestamp': 1744121360.2520647, 'source_ip': '192.168.1.15', 'dest_ip': '10.0.0.152', 'packet_size': 782, 'protocol': 1, 'flag': 1, 'payload': 0.8917275585981561}
2025-04-08 19:39:20,621 - Threat Detected: {'timestamp': 1744121360.604756, 'source_ip': '192.168.1.190', 'dest_ip': '10.0.0.143', 'packet_size': 900, 'protocol': 0, 'flag': 1, 'payload': 0.8946445582558789}
2025-04-08 19:39:20,780 - Threat Detected: {'timestamp': 1744121360.7666833, 'source_ip': '192.168.1.115', 'dest_ip': '10.0.0.171', 'packet_size': 359, 'protocol': 1, 'flag': 0, 'payload': 0.7845448083334585}
2025-04-08 19:39:22,797 - Threat Detected: {'timestamp': 1744121362.7879615, 'source_ip': '192.168.1.1', 'dest_ip': '10.0.0.253', 'packet_size': 1116, 'protocol': 1, 'flag': 0, 'payload': 0.7704964170535089}
2025-04-08 19:39:23,190 - Threat Detected: {'timestamp': 1744121363.1828592, 'source_ip': '192.168.1.232', 'dest_ip': '10.0.0.22', 'packet_size': 422, 'protocol': 1, 'flag': 0, 'payload': 0.830888493777026}
2025-04-08 19:39:23,366 - Threat Detected: {'timestamp': 1744121363.3528666, 'source_ip': '192.168.1.195', 'dest_ip': '10.0.0.126', 'packet_size': 391, 'protocol': 1, 'flag': 0, 'payload': 0.9075990542659088}
2025-04-08 19:39:27,435 - Threat Detected: {'timestamp': 1744121367.4214947, 'source_ip': '192.168.1.90', 'dest_ip': '10.0.0.181', 'packet_size': 827, 'protocol': 0, 'flag': 0, 'payload': 0.9737121656124709}
2025-04-08 19:39:27,483 - Threat Detected: {'timestamp': 1744121367.4693077, 'source_ip': '192.168.1.105', 'dest_ip': '10.0.0.136', 'packet_size': 328, 'protocol': 0, 'flag': 1, 'payload': 0.9766094379158539}
2025-04-08 19:39:28,465 - Threat Detected: {'timestamp': 1744121368.453969, 'source_ip': '192.168.1.18', 'dest_ip': '10.0.0.41', 'packet_size': 646, 'protocol': 1, 'flag': 1, 'payload': 0.7264632401827892}
2025-04-08 19:39:28,980 - Threat Detected: {'timestamp': 1744121368.9668348, 'source_ip': '192.168.1.237', 'dest_ip': '10.0.0.59', 'packet_size': 634, 'protocol': 0, 'flag': 0, 'payload': 0.9805746813964451}
2025-04-08 19:39:29,375 - Threat Detected: {'timestamp': 1744121369.3574564, 'source_ip': '192.168.1.55', 'dest_ip': '10.0.0.244', 'packet_size': 763, 'protocol': 1, 'flag': 1, 'payload': 0.943820991768974}
2025-04-08 19:39:30,408 - Threat Detected: {'timestamp': 1744121370.392524, 'source_ip': '192.168.1.21', 'dest_ip': '10.0.0.162', 'packet_size': 436, 'protocol': 0, 'flag': 1, 'payload': 0.5458273952819396}
2025-04-08 19:39:31,545 - Threat Detected: {'timestamp': 1744121371.5319698, 'source_ip': '192.168.1.214', 'dest_ip': '10.0.0.137', 'packet_size': 1446, 'protocol': 1, 'flag': 0, 'payload': 0.707545517468225}
2025-04-08 19:39:32,123 - Threat Detected: {'timestamp': 1744121372.109869, 'source_ip': '192.168.1.158', 'dest_ip': '10.0.0.51', 'packet_size': 1455, 'protocol': 0, 'flag': 1, 'payload': 0.5737665976949464}
2025-04-08 19:39:36,750 - Threat Detected: {'timestamp': 1744121376.7372427, 'source_ip': '192.168.1.103', 'dest_ip': '10.0.0.250', 'packet_size': 564, 'protocol': 0, 'flag': 1, 'payload': 0.8505737399569695}
2025-04-08 19:39:37,222 - Threat Detected: {'timestamp': 1744121377.2026193, 'source_ip': '192.168.1.1', 'dest_ip': '10.0.0.104', 'packet_size': 1466, 'protocol': 0, 'flag': 1, 'payload': 0.8831792146597021}
2025-04-08 19:39:37,610 - Threat Detected: {'timestamp': 1744121377.600287, 'source_ip': '192.168.1.22', 'dest_ip': '10.0.0.14', 'packet_size': 897, 'protocol': 1, 'flag': 0, 'payload': 0.849375178463788}
2025-04-08 19:39:38,762 - Threat Detected: {'timestamp': 1744121378.751004, 'source_ip': '192.168.1.241', 'dest_ip': '10.0.0.118', 'packet_size': 619, 'protocol': 0, 'flag': 0, 'payload': 0.8273014290817114}
2025-04-08 19:39:39,159 - Threat Detected: {'timestamp': 1744121379.1451366, 'source_ip': '192.168.1.84', 'dest_ip': '10.0.0.242', 'packet_size': 602, 'protocol': 0, 'flag': 1, 'payload': 0.5466728557637615}
2025-04-08 19:39:39,275 - Threat Detected: {'timestamp': 1744121379.2631478, 'source_ip': '192.168.1.161', 'dest_ip': '10.0.0.33', 'packet_size': 1343, 'protocol': 0, 'flag': 1, 'payload': 0.5460305859860455}
2025-04-08 19:39:39,669 - Threat Detected: {'timestamp': 1744121379.660139, 'source_ip': '192.168.1.72', 'dest_ip': '10.0.0.93', 'packet_size': 843, 'protocol': 1, 'flag': 0, 'payload': 0.7984796101604156}
2025-04-08 19:39:41,347 - Threat Detected: {'timestamp': 1744121381.3339062, 'source_ip': '192.168.1.211', 'dest_ip': '10.0.0.59', 'packet_size': 532, 'protocol': 1, 'flag': 1, 'payload': 0.7576624617192509}
2025-04-08 19:39:41,410 - Threat Detected: {'timestamp': 1744121381.396077, 'source_ip': '192.168.1.170', 'dest_ip': '10.0.0.221', 'packet_size': 1158, 'protocol': 0, 'flag': 0, 'payload': 0.7320059815575728}
2025-04-08 19:39:42,760 - Threat Detected: {'timestamp': 1744121382.7472458, 'source_ip': '192.168.1.139', 'dest_ip': '10.0.0.192', 'packet_size': 563, 'protocol': 0, 'flag': 1, 'payload': 0.7883718695358941}
2025-04-08 19:39:43,271 - Threat Detected: {'timestamp': 1744121383.2621315, 'source_ip': '192.168.1.40', 'dest_ip': '10.0.0.124', 'packet_size': 1189, 'protocol': 1, 'flag': 0, 'payload': 0.7301299540148884}
2025-04-08 19:39:44,953 - Threat Detected: {'timestamp': 1744121384.9391851, 'source_ip': '192.168.1.149', 'dest_ip': '10.0.0.107', 'packet_size': 653, 'protocol': 0, 'flag': 1, 'payload': 0.9988234025147091}
2025-04-08 19:39:45,467 - Threat Detected: {'timestamp': 1744121385.4539318, 'source_ip': '192.168.1.244', 'dest_ip': '10.0.0.21', 'packet_size': 1439, 'protocol': 0, 'flag': 1, 'payload': 0.711764582903518}
2025-04-08 19:39:46,376 - Threat Detected: {'timestamp': 1744121386.3593862, 'source_ip': '192.168.1.51', 'dest_ip': '10.0.0.50', 'packet_size': 534, 'protocol': 0, 'flag': 1, 'payload': 0.9251895079931697}
2025-04-08 19:39:46,489 - Threat Detected: {'timestamp': 1744121386.4759812, 'source_ip': '192.168.1.96', 'dest_ip': '10.0.0.81', 'packet_size': 610, 'protocol': 0, 'flag': 0, 'payload': 0.8539116772479375}
2025-04-08 19:39:46,897 - Threat Detected: {'timestamp': 1744121386.877273, 'source_ip': '192.168.1.47', 'dest_ip': '10.0.0.155', 'packet_size': 663, 'protocol': 0, 'flag': 1, 'payload': 0.767038971644353}
2025-04-08 19:39:47,518 - Threat Detected: {'timestamp': 1744121387.5051699, 'source_ip': '192.168.1.37', 'dest_ip': '10.0.0.169', 'packet_size': 998, 'protocol': 0, 'flag': 1, 'payload': 0.8667919233409441}
2025-04-08 19:39:47,587 - Threat Detected: {'timestamp': 1744121387.5744438, 'source_ip': '192.168.1.100', 'dest_ip': '10.0.0.19', 'packet_size': 1114, 'protocol': 0, 'flag': 1, 'payload': 0.5453474744064601}
2025-04-08 19:39:47,921 - Threat Detected: {'timestamp': 1744121387.9093237, 'source_ip': '192.168.1.79', 'dest_ip': '10.0.0.96', 'packet_size': 1309, 'protocol': 0, 'flag': 1, 'payload': 0.8019924809997921}
2025-04-08 19:39:48,036 - Threat Detected: {'timestamp': 1744121388.019249, 'source_ip': '192.168.1.90', 'dest_ip': '10.0.0.105', 'packet_size': 614, 'protocol': 1, 'flag': 1, 'payload': 0.857063421969258}
2025-04-08 19:39:49,075 - Threat Detected: {'timestamp': 1744121389.061497, 'source_ip': '192.168.1.204', 'dest_ip': '10.0.0.63', 'packet_size': 472, 'protocol': 0, 'flag': 1, 'payload': 0.8653051830397201}
2025-04-08 19:39:49,131 - Threat Detected: {'timestamp': 1744121389.114894, 'source_ip': '192.168.1.238', 'dest_ip': '10.0.0.79', 'packet_size': 896, 'protocol': 0, 'flag': 1, 'payload': 0.7913860714761832}
2025-04-08 19:39:49,467 - Threat Detected: {'timestamp': 1744121389.4531229, 'source_ip': '192.168.1.87', 'dest_ip': '10.0.0.186', 'packet_size': 476, 'protocol': 0, 'flag': 1, 'payload': 0.7826655141832269}
2025-04-08 19:39:49,590 - Threat Detected: {'timestamp': 1744121389.5768914, 'source_ip': '192.168.1.42', 'dest_ip': '10.0.0.134', 'packet_size': 1270, 'protocol': 0, 'flag': 1, 'payload': 0.5860107593887615}
2025-04-08 19:39:50,105 - Threat Detected: {'timestamp': 1744121390.0918038, 'source_ip': '192.168.1.21', 'dest_ip': '10.0.0.80', 'packet_size': 646, 'protocol': 0, 'flag': 0, 'payload': 0.7009731242842068}
2025-04-08 19:39:51,016 - Threat Detected: {'timestamp': 1744121390.9980276, 'source_ip': '192.168.1.68', 'dest_ip': '10.0.0.112', 'packet_size': 696, 'protocol': 0, 'flag': 1, 'payload': 0.9571368376476503}
2025-04-08 19:39:52,742 - Threat Detected: {'timestamp': 1744121392.725356, 'source_ip': '192.168.1.230', 'dest_ip': '10.0.0.183', 'packet_size': 955, 'protocol': 1, 'flag': 0, 'payload': 0.9613903440384156}
2025-04-08 19:39:53,197 - Threat Detected: {'timestamp': 1744121393.1835392, 'source_ip': '192.168.1.123', 'dest_ip': '10.0.0.118', 'packet_size': 377, 'protocol': 0, 'flag': 1, 'payload': 0.5676207006909725}
2025-04-08 19:39:55,642 - Threat Detected: {'timestamp': 1744121395.6286645, 'source_ip': '192.168.1.128', 'dest_ip': '10.0.0.36', 'packet_size': 503, 'protocol': 0, 'flag': 0, 'payload': 0.8759240172567148}
2025-04-08 19:39:56,356 - Threat Detected: {'timestamp': 1744121396.3389478, 'source_ip': '192.168.1.146', 'dest_ip': '10.0.0.134', 'packet_size': 469, 'protocol': 1, 'flag': 0, 'payload': 0.716593823020599}
2025-04-08 19:39:57,190 - Threat Detected: {'timestamp': 1744121397.1757479, 'source_ip': '192.168.1.187', 'dest_ip': '10.0.0.231', 'packet_size': 1373, 'protocol': 0, 'flag': 1, 'payload': 0.9944573096883286}
2025-04-08 19:39:58,361 - Threat Detected: {'timestamp': 1744121398.3473938, 'source_ip': '192.168.1.166', 'dest_ip': '10.0.0.123', 'packet_size': 1214, 'protocol': 0, 'flag': 1, 'payload': 0.9022867124870066}
2025-04-08 19:39:58,415 - Threat Detected: {'timestamp': 1744121398.3992982, 'source_ip': '192.168.1.66', 'dest_ip': '10.0.0.215', 'packet_size': 1270, 'protocol': 0, 'flag': 1, 'payload': 0.6126077510342096}
2025-04-08 19:39:59,398 - Threat Detected: {'timestamp': 1744121399.3809133, 'source_ip': '192.168.1.48', 'dest_ip': '10.0.0.73', 'packet_size': 754, 'protocol': 0, 'flag': 1, 'payload': 0.9531534875047627}
2025-04-08 19:40:00,287 - Threat Detected: {'timestamp': 1744121400.2699835, 'source_ip': '192.168.1.195', 'dest_ip': '10.0.0.180', 'packet_size': 1106, 'protocol': 0, 'flag': 1, 'payload': 0.5187089673568991}
2025-04-08 19:40:00,469 - Threat Detected: {'timestamp': 1744121400.4561102, 'source_ip': '192.168.1.120', 'dest_ip': '10.0.0.83', 'packet_size': 807, 'protocol': 0, 'flag': 1, 'payload': 0.6610465922797677}
2025-04-08 19:40:00,803 - Threat Detected: {'timestamp': 1744121400.7882338, 'source_ip': '192.168.1.142', 'dest_ip': '10.0.0.7', 'packet_size': 1272, 'protocol': 0, 'flag': 0, 'payload': 0.8166499804031772}
2025-04-08 19:40:00,989 - Threat Detected: {'timestamp': 1744121400.9700766, 'source_ip': '192.168.1.202', 'dest_ip': '10.0.0.179', 'packet_size': 1460, 'protocol': 1, 'flag': 1, 'payload': 0.8394024113598426}
2025-04-08 19:40:01,502 - Threat Detected: {'timestamp': 1744121401.4904351, 'source_ip': '192.168.1.166', 'dest_ip': '10.0.0.20', 'packet_size': 1289, 'protocol': 0, 'flag': 1, 'payload': 0.9225058857314765}
2025-04-08 19:40:02,020 - Threat Detected: {'timestamp': 1744121402.0032766, 'source_ip': '192.168.1.137', 'dest_ip': '10.0.0.209', 'packet_size': 1490, 'protocol': 0, 'flag': 1, 'payload': 0.6930914185806172}
2025-04-08 19:40:02,341 - Threat Detected: {'timestamp': 1744121402.3324947, 'source_ip': '192.168.1.152', 'dest_ip': '10.0.0.50', 'packet_size': 925, 'protocol': 1, 'flag': 1, 'payload': 0.9871035343010088}
2025-04-08 19:40:02,474 - Threat Detected: {'timestamp': 1744121402.458026, 'source_ip': '192.168.1.104', 'dest_ip': '10.0.0.39', 'packet_size': 593, 'protocol': 1, 'flag': 1, 'payload': 0.8059734617282094}
2025-04-08 19:40:02,535 - Threat Detected: {'timestamp': 1744121402.5221908, 'source_ip': '192.168.1.135', 'dest_ip': '10.0.0.152', 'packet_size': 462, 'protocol': 1, 'flag': 0, 'payload': 0.9140811615486847}
2025-04-08 19:40:02,989 - Threat Detected: {'timestamp': 1744121402.9754794, 'source_ip': '192.168.1.134', 'dest_ip': '10.0.0.186', 'packet_size': 868, 'protocol': 0, 'flag': 0, 'payload': 0.7007682254865327}
2025-04-08 19:40:04,026 - Threat Detected: {'timestamp': 1744121404.0042942, 'source_ip': '192.168.1.250', 'dest_ip': '10.0.0.235', 'packet_size': 755, 'protocol': 0, 'flag': 1, 'payload': 0.5887102847859853}
2025-04-08 19:40:04,082 - Threat Detected: {'timestamp': 1744121404.0694087, 'source_ip': '192.168.1.186', 'dest_ip': '10.0.0.228', 'packet_size': 419, 'protocol': 1, 'flag': 1, 'payload': 0.8356707988774043}
2025-04-08 19:40:05,054 - Threat Detected: {'timestamp': 1744121405.0413005, 'source_ip': '192.168.1.99', 'dest_ip': '10.0.0.153', 'packet_size': 1123, 'protocol': 0, 'flag': 0, 'payload': 0.7292866500832081}
2025-04-08 19:40:06,139 - Threat Detected: {'timestamp': 1744121406.1260564, 'source_ip': '192.168.1.36', 'dest_ip': '10.0.0.20', 'packet_size': 1371, 'protocol': 0, 'flag': 1, 'payload': 0.5308352542182705}
2025-04-08 19:40:06,656 - Threat Detected: {'timestamp': 1744121406.6405854, 'source_ip': '192.168.1.188', 'dest_ip': '10.0.0.60', 'packet_size': 792, 'protocol': 0, 'flag': 0, 'payload': 0.9219238921949865}
2025-04-08 19:40:06,995 - Threat Detected: {'timestamp': 1744121406.9808366, 'source_ip': '192.168.1.21', 'dest_ip': '10.0.0.218', 'packet_size': 1068, 'protocol': 1, 'flag': 1, 'payload': 0.9515473609838614}
2025-04-08 19:40:07,119 - Threat Detected: {'timestamp': 1744121407.1049087, 'source_ip': '192.168.1.249', 'dest_ip': '10.0.0.229', 'packet_size': 898, 'protocol': 0, 'flag': 1, 'payload': 0.8641639516782803}
2025-04-08 19:40:07,631 - Threat Detected: {'timestamp': 1744121407.6199644, 'source_ip': '192.168.1.132', 'dest_ip': '10.0.0.13', 'packet_size': 1300, 'protocol': 1, 'flag': 0, 'payload': 0.7088934520406948}
2025-04-08 19:40:09,176 - Threat Detected: {'timestamp': 1744121409.1622996, 'source_ip': '192.168.1.127', 'dest_ip': '10.0.0.124', 'packet_size': 606, 'protocol': 0, 'flag': 0, 'payload': 0.9395193258502694}
2025-04-08 19:40:10,258 - Threat Detected: {'timestamp': 1744121410.2419784, 'source_ip': '192.168.1.193', 'dest_ip': '10.0.0.85', 'packet_size': 603, 'protocol': 0, 'flag': 1, 'payload': 0.5115203322456205}
2025-04-08 19:40:10,596 - Threat Detected: {'timestamp': 1744121410.583419, 'source_ip': '192.168.1.226', 'dest_ip': '10.0.0.159', 'packet_size': 548, 'protocol': 0, 'flag': 1, 'payload': 0.7630928568425952}
2025-04-08 19:40:10,715 - Threat Detected: {'timestamp': 1744121410.7023535, 'source_ip': '192.168.1.42', 'dest_ip': '10.0.0.116', 'packet_size': 603, 'protocol': 1, 'flag': 1, 'payload': 0.9867117832942194}
2025-04-08 19:40:11,625 - Threat Detected: {'timestamp': 1744121411.6115062, 'source_ip': '192.168.1.195', 'dest_ip': '10.0.0.97', 'packet_size': 926, 'protocol': 1, 'flag': 0, 'payload': 0.80854959902578}
2025-04-08 19:40:11,745 - Threat Detected: {'timestamp': 1744121411.732154, 'source_ip': '192.168.1.185', 'dest_ip': '10.0.0.255', 'packet_size': 742, 'protocol': 0, 'flag': 0, 'payload': 0.8102244524425659}
2025-04-08 19:40:12,139 - Threat Detected: {'timestamp': 1744121412.126062, 'source_ip': '192.168.1.90', 'dest_ip': '10.0.0.35', 'packet_size': 606, 'protocol': 0, 'flag': 1, 'payload': 0.6872025554312522}
2025-04-08 19:40:12,779 - Threat Detected: {'timestamp': 1744121412.7620683, 'source_ip': '192.168.1.126', 'dest_ip': '10.0.0.232', 'packet_size': 1274, 'protocol': 0, 'flag': 1, 'payload': 0.94758165203809}
2025-04-08 19:40:13,169 - Threat Detected: {'timestamp': 1744121413.1545858, 'source_ip': '192.168.1.156', 'dest_ip': '10.0.0.250', 'packet_size': 383, 'protocol': 0, 'flag': 0, 'payload': 0.9169328560117287}
2025-04-08 19:40:13,691 - Threat Detected: {'timestamp': 1744121413.6702325, 'source_ip': '192.168.1.103', 'dest_ip': '10.0.0.253', 'packet_size': 1318, 'protocol': 1, 'flag': 0, 'payload': 0.8721406059330141}
2025-04-08 19:40:13,803 - Threat Detected: {'timestamp': 1744121413.7951577, 'source_ip': '192.168.1.83', 'dest_ip': '10.0.0.14', 'packet_size': 542, 'protocol': 1, 'flag': 0, 'payload': 0.821050518279066}
2025-04-08 19:40:14,206 - Threat Detected: {'timestamp': 1744121414.1927516, 'source_ip': '192.168.1.107', 'dest_ip': '10.0.0.59', 'packet_size': 940, 'protocol': 1, 'flag': 1, 'payload': 0.898435509733807}
2025-04-08 19:40:14,375 - Threat Detected: {'timestamp': 1744121414.3620162, 'source_ip': '192.168.1.187', 'dest_ip': '10.0.0.186', 'packet_size': 1051, 'protocol': 0, 'flag': 1, 'payload': 0.5361394346294367}
2025-04-08 19:40:15,345 - Threat Detected: {'timestamp': 1744121415.332341, 'source_ip': '192.168.1.187', 'dest_ip': '10.0.0.107', 'packet_size': 340, 'protocol': 0, 'flag': 1, 'payload': 0.8225727156524781}
